company_contact,company_email,company_linkedin,company_name,company_person_name,company_website,source_name
9023933508,hr@alchemytech.ca,https://in.linkedin.com/company/alchemy-tech,Alchemy Technologies,,,Soham Malakar
9772400799,connect@runtime.one,https://www.linkedin.com/company/runtimehrms/,Runtime Software,,runtimehrms.com,Soham Malakar
,,,Greylabs Software Solutions,,,Soham Malakar
,,,Optisol Software and Services,,,Soham Malakar
,,,Canvascom Engineering & Software Services,,canvascom.com,Soham Malakar
,,,Fierydevs Software,,fierydevs.com,Soham Malakar
,,,BiznessForce Software Solutions,,,Soham Malakar
,,https://www.linkedin.com/company/m-squared-software-and-services,M Squared Software & Services,,m2india.com,Soham Malakar
,,,Avtech Software Services,,,Soham Malakar
,,,GivingForce Technologies,,givingforce.com,Soham Malakar
,,,Akp Software Solutions,,,Soham Malakar
,,,Websky Software Solutions,,,Soham Malakar
,,https://www.linkedin.com/company/primeitzen-software-solutions-private-ltd,PrimeITZen Software Solutions,,primeitzen.com,Soham Malakar
,,,Veetech Software Solutions,,,Soham Malakar
1724181855,vkumar@appinfoinc.com,https://www.linkedin.com/company/applied-information-inc/mycompany/,Applied Information,,appinfoinc.com,Soham Malakar
9116645010,,https://www.linkedin.com/company/appentus-technologies,Appentus Technologies,,appentus.com,Soham Malakar
,,,Fortelogic Software,,,Soham Malakar
,,https://www.linkedin.com/company/southinduslabs,SouthIndus Labs,,southindus.com,Soham Malakar
,,https://www.linkedin.com/company/technalyse,Technalyse Software,,technalyse.com,Soham Malakar
,,,Siddhi Software Solutions,,,Soham Malakar
,,,Sitetracker,,sitetracker.com,Soham Malakar
9081022999,hello@oddeveninfotech.com,https://in.linkedin.com/company/oddeveninfotech,Oddeven Infotech Private Limited,,oddeveninfotech.com,Soham Malakar
,,,Champion Software Technologies,,championsofttech.com,Soham Malakar
,,,Eminence Square,,eminencesquare.com,Soham Malakar
,,,Emerald Associates,,emerald-associates.com,Soham Malakar
,privacy@sigfig.com,,SigFig,,sigfig.com,Soham Malakar
,,,ViMo Software Development,,,Soham Malakar
,,https://www.linkedin.com/company/zeki-software-solutions-pvt-ltd,Zeki Software Solutions,,zekisolutions.com,Soham Malakar
8956588558,contact@spatioworld.com,https://linkedin.com/company/spatioworld,SpatioWorld Technologies,,spatioworld.com,Soham Malakar
6281141655,info@kishoretech.in,https://www.linkedin.com/company/kishore-tech-solutions/?viewasmember=true,Kishore Tech Solutions Overseas,"
	kishore kumar edumbakum ",,Soham Malakar
,,,Avoma,,avoma.com,Soham Malakar
,,,Talentship,,talentship.com,Soham Malakar
,,,Tekzop,,tekzop.com,Soham Malakar
,info@gdkserv.com,https://www.linkedin.com/company/gdkservllc,GDK Services,,gdkserv.com,Soham Malakar
,ankur@wearetechtonic.com,https://www.linkedin.com/company/wearetechtonic/?viewasmember=true,Techtonic,,wearetechtonic.com,Soham Malakar
,,,Bhavitra Technologies,,bhavitra.com,Soham Malakar
,contact@websparx.in,https://www.linkedin.com/company/websparx-it-solutions?originalSubdomain=in,Websparx IT Solutions,,,Soham Malakar
